ID,PARENT_ID,URI,FILE_PATH,NAME,METHOD,STATUS,SIZE,TYPE,EXT,LAST_MODIFIED,EXTENSION_MISMATCH,HASH,FORMAT_COUNT,PUID,MIME_TYPE,FORMAT_NAME,FORMAT_VERSION
2,,file://corpus/sip_2014.0037.01078/data/Folder_2,\corpus\sip_2014.0037.01078\data\Folder_2,Folder_2,,Done,,Folder,,2019-01-02T10:09:33,false,,,,,,
3,2,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3,Folder_3,,Done,,Folder,,2019-01-02T10:09:34,false,,,,,,
4,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_4,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_4,File_4,,Done,20632,File,001,1986-11-25T02:33:28,false,,0,,,,
5,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_5,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_5,File_5,Extension,Done,98,File,doc,1987-05-18T01:20:22,false,,8,fmt/892,application/vnd.wordperfect,Compound WordPerfect for Windows Document,6 onwards
5,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_5,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_5,File_5,Extension,Done,98,File,doc,1987-05-18T01:20:22,false,,8,fmt/754,application/msword,Microsoft Word Document (Password Protected),97-2003
5,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_5,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_5,File_5,Extension,Done,98,File,doc,1987-05-18T01:20:22,false,,8,fmt/609,application/msword,Microsoft Word (Generic),6.0-2003
5,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_5,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_5,File_5,Extension,Done,98,File,doc,1987-05-18T01:20:22,false,,8,x-fmt/329,,Interleaf Document,
5,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_5,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_5,File_5,Extension,Done,98,File,doc,1987-05-18T01:20:22,false,,8,x-fmt/273,application/msword,Microsoft Word for MS-DOS Document,3.0
5,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_5,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_5,File_5,Extension,Done,98,File,doc,1987-05-18T01:20:22,false,,8,x-fmt/131,,Stationery for Mac OS X,
5,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_5,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_5,File_5,Extension,Done,98,File,doc,1987-05-18T01:20:22,false,,8,x-fmt/43,,Wordperfect Secondary File,5.1/5.2
5,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_5,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_5,File_5,Extension,Done,98,File,doc,1987-05-18T01:20:22,false,,8,x-fmt/42,,Wordperfect Secondary File,5.0
6,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_6,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_6,File_6,,Done,14661,File,001,1987-03-14T20:31:06,false,,0,,,,
7,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_7,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_7,File_7,Extension,Done,98,File,doc,1987-05-18T01:33:00,false,,8,fmt/892,application/vnd.wordperfect,Compound WordPerfect for Windows Document,6 onwards
7,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_7,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_7,File_7,Extension,Done,98,File,doc,1987-05-18T01:33:00,false,,8,fmt/754,application/msword,Microsoft Word Document (Password Protected),97-2003
7,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_7,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_7,File_7,Extension,Done,98,File,doc,1987-05-18T01:33:00,false,,8,fmt/609,application/msword,Microsoft Word (Generic),6.0-2003
7,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_7,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_7,File_7,Extension,Done,98,File,doc,1987-05-18T01:33:00,false,,8,x-fmt/329,,Interleaf Document,
7,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_7,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_7,File_7,Extension,Done,98,File,doc,1987-05-18T01:33:00,false,,8,x-fmt/273,application/msword,Microsoft Word for MS-DOS Document,3.0
7,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_7,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_7,File_7,Extension,Done,98,File,doc,1987-05-18T01:33:00,false,,8,x-fmt/131,,Stationery for Mac OS X,
7,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_7,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_7,File_7,Extension,Done,98,File,doc,1987-05-18T01:33:00,false,,8,x-fmt/43,,Wordperfect Secondary File,5.1/5.2
7,3,file://corpus/sip_2014.0037.01078/data/Folder_2/Folder_3/File_7,\corpus\sip_2014.0037.01078\data\Folder_2\Folder_3\File_7,File_7,Extension,Done,98,File,doc,1987-05-18T01:33:00,false,,8,x-fmt/42,,Wordperfect Secondary File,5.0
